Country,Indicator,Year,Value
Gambia,International migrant stockm(000/% of total pop.),2021,215.7 /        8.9d
Gambia,Infant mortality ratel(per 1 000 live births),2010,52.4
Gambia,Infant mortality ratel(per 1 000 live births),2015,49.8
Gambia,Infant mortality ratel(per 1 000 live births),2021,44.8d
Gambia,Health: Physicians(per 1 000 pop.),2010,0.1o
Gambia,Health: Physicians(per 1 000 pop.),2015,0.1
Gambia,Health: Physicians(per 1 000 pop.),2021,0.1b
Gambia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,80.8 /       78.8
Gambia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,93.0 /       87.1
Gambia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,106.9 /       96.5b
Gambia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,38.2 /       44.1i
Gambia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Gambia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Gambia,Seats held by women in national parliaments(%),2010,7.5
Gambia,Seats held by women in national parliaments(%),2015,9.4
Gambia,Seats held by women in national parliaments(%),2021,8.6p
Gambia,Urban population(% of total population),2010,55.7
Gambia,Urban population(% of total population),2015,59.2
Gambia,Urban population(% of total population),2021,61.9b
Gambia,"Fertility rate, totall(live births per woman)",2010,5.6
Gambia,"Fertility rate, totall(live births per woman)",2015,5.5
Gambia,"Fertility rate, totall(live births per woman)",2021,5.2d
Gambia,"Population age distribution(0-14/60+ years old, %)",2010,45.1 /        4.3
Gambia,"Population age distribution(0-14/60+ years old, %)",2015,44.5 /        4.1
Gambia,"Population age distribution(0-14/60+ years old, %)",2021,43.8 /        4.0a
Gambia,Refugees and others of concern to UNHCR(000),2010,8.5n
Gambia,Refugees and others of concern to UNHCR(000),2015,11.8
Gambia,Refugees and others of concern to UNHCR(000),2021,4.6d
Gambia,Health: Current expenditure(% of GDP),2010,4.1
Gambia,Health: Current expenditure(% of GDP),2015,3.2
Gambia,Health: Current expenditure(% of GDP),2021,3.1k
Gambia,Education: Government expenditure(% of GDP),2010,2.6
Gambia,Education: Government expenditure(% of GDP),2015,2.2
Gambia,Education: Government expenditure(% of GDP),2021,"2.4i,k"
Gambia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,49.1 /       51.2i
Gambia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Gambia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Georgia,"Population growth rateb,k(average annual %)",2010,-0.5
Georgia,"Population growth rateb,k(average annual %)",2015,-0.4
Georgia,"Population growth rateb,k(average annual %)",2021,-0.2d
Georgia,"Urban population growth rateb,k(average annual %)",2010,-0.5
Georgia,"Urban population growth rateb,k(average annual %)",2015,-0.7
Georgia,"Urban population growth rateb,k(average annual %)",2021,...
Georgia,"Life expectancy at birthb,k(females/males, years)",2010,75.3 /       66.2
Georgia,"Life expectancy at birthb,k(females/males, years)",2015,76.8 /       67.8
Georgia,"Life expectancy at birthb,k(females/males, years)",2021,77.9 /       69.1d
Georgia,"International migrant stockb,l(000/% of total pop.)",2010,73.1 /        1.8
Georgia,"International migrant stockb,l(000/% of total pop.)",2015,76.7 /        1.9
Georgia,"International migrant stockb,l(000/% of total pop.)",2021,79.4 /        2.0d
Georgia,"Infant mortality rateb,k(per 1 000 live births)",2010,18.2
Georgia,"Infant mortality rateb,k(per 1 000 live births)",2015,12.9
Georgia,"Infant mortality rateb,k(per 1 000 live births)",2021,9.4d
Georgia,Health: Physicians(per 1 000 pop.),2010,4.4
Georgia,Health: Physicians(per 1 000 pop.),2015,5
Georgia,Health: Physicians(per 1 000 pop.),2021,7.1c
Georgia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,104.1 /      102.7
Georgia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,102.8 /      102.7
Georgia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,99.7 /       98.9c
Georgia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,104.6 /      100.4q
Georgia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,97.6 /       92.9
Georgia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,105.2 /      103.6c
Georgia,Seats held by women in national parliaments(%),2010,5.1
Georgia,Seats held by women in national parliaments(%),2015,11.3
Georgia,Seats held by women in national parliaments(%),2021,20.7s
Georgia,Urban populationb(% of total population),2010,55.5
Georgia,Urban populationb(% of total population),2015,57.4
Georgia,Urban populationb(% of total population),2021,59c
Georgia,"Fertility rate, totalb,k(live births per woman)",2010,1.8
Georgia,"Fertility rate, totalb,k(live births per woman)",2015,2
Georgia,"Fertility rate, totalb,k(live births per woman)",2021,2.1d
Georgia,"Population age distributionb(0-14/60+ years old, %)",2010,18.0 /       18.9
Georgia,"Population age distributionb(0-14/60+ years old, %)",2015,19.0 /       20.1
Georgia,"Population age distributionb(0-14/60+ years old, %)",2021,20.3 /       21.9a
Georgia,Refugees and others of concern to UNHCR(000),2010,362.2m
Georgia,Refugees and others of concern to UNHCR(000),2015,268.3
Georgia,Refugees and others of concern to UNHCR(000),2021,291d
Georgia,Health: Current expenditure(% of GDP),2010,9.5
Georgia,Health: Current expenditure(% of GDP),2015,7.9
Georgia,Health: Current expenditure(% of GDP),2021,7.1n
Georgia,Education: Government expenditure(% of GDP),2010,"3.2i,o"
Georgia,Education: Government expenditure(% of GDP),2015,1.9p
Georgia,Education: Government expenditure(% of GDP),2021,3.5n
Georgia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,100.9 /       97.8q
Georgia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,100.8 /       98.1
Georgia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,106.8 /      105.9c
Georgia,Intentional homicide rate(per 100 000 pop.),2010,4.6
Georgia,Intentional homicide rate(per 100 000 pop.),2015,2.7r
Georgia,Intentional homicide rate(per 100 000 pop.),2021,2.2n
Germany,Population growth ratej(average annual %),2010,-0.2
Germany,Population growth ratej(average annual %),2015,0.2
Germany,Population growth ratej(average annual %),2021,0.5c
Germany,Urban population growth ratej(average annual %),2010,0.1
Germany,Urban population growth ratej(average annual %),2015,0.3
Germany,Urban population growth ratej(average annual %),2021,...
Germany,"Life expectancy at birthj(females/males, years)",2010,82.4 /       77.0
Germany,"Life expectancy at birthj(females/males, years)",2015,82.9 /       77.9
Germany,"Life expectancy at birthj(females/males, years)",2021,83.6 /       78.7c
Germany,International migrant stock(000/% of total pop.),2010,9 812.3 /       12.1
Germany,International migrant stock(000/% of total pop.),2015,10 220.4 /       12.5
Germany,International migrant stock(000/% of total pop.),2021,15 762.5 /       18.8c
Germany,Infant mortality ratej(per 1 000 live births),2010,3.7
Germany,Infant mortality ratej(per 1 000 live births),2015,3.4
Germany,Infant mortality ratej(per 1 000 live births),2021,3.2c
Germany,Health: Physicians(per 1 000 pop.),2010,3.8
Germany,Health: Physicians(per 1 000 pop.),2015,4.1
Germany,Health: Physicians(per 1 000 pop.),2021,4.3m
Germany,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,102.7 /      103.3
Germany,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,101.6 /      101.7
Germany,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,104.3 /      103.5m
Germany,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,100.8 /      113.9
Germany,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,96.0 /      106.7
Germany,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,90.0 /      101.6m
Germany,Seats held by women in national parliaments(%),2010,32.8
Germany,Seats held by women in national parliaments(%),2015,36.5
Germany,Seats held by women in national parliaments(%),2021,31.5o
Germany,Urban population(% of total population),2010,77
Germany,Urban population(% of total population),2015,77.2
Germany,Urban population(% of total population),2021,77.4b
Germany,"Fertility rate, totalj(live births per woman)",2010,1.4
Germany,"Fertility rate, totalj(live births per woman)",2015,1.4
Germany,"Fertility rate, totalj(live births per woman)",2021,1.6c
Germany,"Population age distribution(0-14/60+ years old, %)",2010,13.6 /       26.1
Germany,"Population age distribution(0-14/60+ years old, %)",2015,13.2 /       27.5
Germany,"Population age distribution(0-14/60+ years old, %)",2021,14.0 /       29.1a
Germany,Refugees and others of concern to UNHCR(000),2010,670.6k
Germany,Refugees and others of concern to UNHCR(000),2015,573.8
Germany,Refugees and others of concern to UNHCR(000),2021,1 421.9c
Germany,Health: Current expenditure(% of GDP),2010,11.1l
Germany,Health: Current expenditure(% of GDP),2015,11.2
Germany,Health: Current expenditure(% of GDP),2021,11.4m
Germany,Education: Government expenditure(% of GDP),2010,4.9
Germany,Education: Government expenditure(% of GDP),2015,4.8
Germany,Education: Government expenditure(% of GDP),2021,4.9n
Germany,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,101.2 /      106.7
Germany,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,96.4 /      101.1
Germany,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,94.6 /      100.4m
Germany,Intentional homicide rate(per 100 000 pop.),2010,1
Germany,Intentional homicide rate(per 100 000 pop.),2015,0.8
Germany,Intentional homicide rate(per 100 000 pop.),2021,0.9m
Ghana,Population growth ratej(average annual %),2010,2.5
Ghana,Population growth ratej(average annual %),2015,2.3
Ghana,Population growth ratej(average annual %),2021,2.2c
Ghana,Urban population growth ratej(average annual %),2010,4
Ghana,Urban population growth ratej(average annual %),2015,3.6
Ghana,Urban population growth ratej(average annual %),2021,...
Ghana,"Life expectancy at birthj(females/males, years)",2010,61.1 /       59.2
Ghana,"Life expectancy at birthj(females/males, years)",2015,62.7 /       60.9
Ghana,"Life expectancy at birthj(females/males, years)",2021,64.7 /       62.6c
Ghana,International migrant stockk(000/% of total pop.),2010,337.8 /        1.4
Ghana,International migrant stockk(000/% of total pop.),2015,414.7 /        1.5
Ghana,International migrant stockk(000/% of total pop.),2021,476.4 /        1.5c
Ghana,Infant mortality ratej(per 1 000 live births),2010,53.7
Ghana,Infant mortality ratej(per 1 000 live births),2015,44.8
Ghana,Infant mortality ratej(per 1 000 live births),2021,35.6c
Ghana,Health: Physicians(per 1 000 pop.),2010,0.1
Ghana,Health: Physicians(per 1 000 pop.),2015,0.1
Ghana,Health: Physicians(per 1 000 pop.),2021,0.1b
Ghana,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.5 /      101.1n
Ghana,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,108.3 /      108.4
Ghana,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,105.6 /      104.1b
Ghana,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,23.6 /       29.0n
Ghana,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,45.8 /       50.9
Ghana,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,62.1 /       64.4b
Ghana,Seats held by women in national parliaments(%),2010,8.3
Ghana,Seats held by women in national parliaments(%),2015,10.9
Ghana,Seats held by women in national parliaments(%),2021,14.6p
Ghana,Urban population(% of total population),2010,50.7
Ghana,Urban population(% of total population),2015,54.1
Ghana,Urban population(% of total population),2021,56.7b
Ghana,"Fertility rate, totalj(live births per woman)",2010,4.4
Ghana,"Fertility rate, totalj(live births per woman)",2015,4.2
Ghana,"Fertility rate, totalj(live births per woman)",2021,3.9c
Ghana,"Population age distribution(0-14/60+ years old, %)",2010,39.3 /        4.6
Ghana,"Population age distribution(0-14/60+ years old, %)",2015,38.2 /        4.8
Ghana,"Population age distribution(0-14/60+ years old, %)",2021,36.9 /        5.4a
Ghana,Refugees and others of concern to UNHCR(000),2010,14.8l
Ghana,Refugees and others of concern to UNHCR(000),2015,21.3
Ghana,Refugees and others of concern to UNHCR(000),2021,13.3c
Ghana,Health: Current expenditure(% of GDP),2010,4.7
Ghana,Health: Current expenditure(% of GDP),2015,4.6
Ghana,Health: Current expenditure(% of GDP),2021,3.5m
Ghana,Education: Government expenditure(% of GDP),2010,5.5
Ghana,Education: Government expenditure(% of GDP),2015,4.5h
Ghana,Education: Government expenditure(% of GDP),2021,"4h,m"
Ghana,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,45.7 /       51.7n
Ghana,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,66.1 /       69.6
Ghana,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,74.6 /       74.7b
Ghana,Intentional homicide rate(per 100 000 pop.),2010,1.7
Ghana,Intentional homicide rate(per 100 000 pop.),2015,1.9
Ghana,Intentional homicide rate(per 100 000 pop.),2021,2.1o
Gibraltar,Population growth ratei(average annual %),2010,0.2
Gibraltar,Population growth ratei(average annual %),2015,0.1
Gibraltar,Population growth ratei(average annual %),2021,-~0.0d
Gibraltar,Urban population growth ratei(average annual %),2010,0.7
Gibraltar,Urban population growth ratei(average annual %),2015,0.6
Gibraltar,Urban population growth ratei(average annual %),2021,...
Gibraltar,International migrant stock(000/% of total pop.),2010,10.4 /       30.9
Gibraltar,International migrant stock(000/% of total pop.),2015,11.1 /       32.8
Gibraltar,International migrant stock(000/% of total pop.),2021,11.2 /       33.2d
Gibraltar,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,112.8 /      110.9j
Gibraltar,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Gibraltar,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,108.9 /      106.6b
Gibraltar,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,79.8 /       83.7j
Gibraltar,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Gibraltar,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,85.2 /       90.3b
Gibraltar,Urban population(% of total population),2010,100
Gibraltar,Urban population(% of total population),2015,100
Gibraltar,Urban population(% of total population),2021,100b
Gibraltar,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,83.2 /       85.2j
Gibraltar,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Gibraltar,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,90.6 /       95.2b
Gibraltar,Intentional homicide rate(per 100 000 pop.),2010,3
